session_id,user_id,session_date,country,device_type,subscription_plan,content_id,content_title,content_genre,watch_minutes,ad_impressions,ad_clicks,ad_completions,ad_revenue
S04785,U1220,1/13/2026,US,TV,Ad Supported,C0044,Ranma 1/2,Comedy,105,5,0,3,0.2071
S04786,U0126,2/28/2026,UK,TV,Ad Supported,C0087,Ranma 1/2,Comedy,128,5,0,4,0.1041
S04787,U0058,2/13/2026,CA,TV,Ad Supported,C0102,Derry Girls,Kids,103,4,2,4,0.1799
S04788,U0311,1/16/2026,US,TV,Ad Supported,C0145,Boyfriend on Demand,Comedy,119,6,2,6,0.138
S04789,U0662,2/10/2026,US,TV,Ad Supported,C0083,The Diplomat,Comedy,173,7,1,7,0.1202
S04790,U1785,1/24/2026,UK,Mobile,Ad Supported,C017,Sakamoto Days,Action,112,5,2,5,0.1356
S04791,U0450,1/17/2026,US,Mobile,Ad Supported,C0145,Lupin,Documentary,14,1,1,1,0.0426
S04792,U0997,1/18/2026,AU,TV,Ad Supported,C0104,Atypical,Kids,98,5,1,5,0.0844
S04793,U2290,2/13/2026,BR,TV,Ad Supported,C017,Sakamoto Days,Action,50,4,0,4,0.132
S04794,U2401,1/21/2026,US,TV,Ad Supported,C0101,Queen of Tears,Action,161,5,0,3,0.0912
S04795,U0228,1/13/2026,BR,Mobile,Ad Supported,C0128,Brooklyn Nine-Nine,Reality,35,1,1,1,0.041
S04796,U0117,2/4/2026,UK,TV,Ad Supported,C0148,The Dinosaurs,Documentary,56,3,0,2,0.1034
S04797,U0839,2/15/2026,US,TV,Ad Supported,C0108,A Man on the Inside,Comedy,129,7,2,7,0.1083
S04798,U1019,2/6/2026,US,Mobile,Ad Supported,C0097,Ranma 1/2,Comedy,12,1,1,1,0.0328
S04799,U2074,2/5/2026,AU,TV,Ad Supported,C0072,Inside Job,Comedy,140,7,2,5,0.3064
S04800,U2480,1/25/2026,US,TV,Ad Supported,C0063,Bridgerton,Drama,91,6,0,5,0.2478
S04801,U0969,1/18/2026,US,Mobile,Ad Supported,C0060,Age of Attraction,Reality,55,3,1,1,0.1188
S04802,U0128,2/25/2026,CA,Tablet,Ad Supported,C0090,Bridgerton,Drama,48,4,0,3,0.1336
S04803,U1650,1/22/2026,US,TV,Ad Supported,C0080,Magic and Muscles,Drama,106,6,1,5,0.183
S04804,U0800,1/25/2026,US,TV,Ad Supported,C0011,Ranma 1/2,Comedy,165,5,0,4,0.1575
S04805,U1054,3/13/2026,US,Mobile,Ad Supported,C0144,Vladimir,Comedy,66,3,0,1,0.0768
S04806,U1741,3/1/2026,UK,Mobile,Ad Supported,C0138,Ranma 1/2,Comedy,70,5,0,3,0.0983
S04807,U0069,2/18/2026,CA,TV,Ad Supported,C017,Sakamoto Days,Action,141,5,2,5,0.0752
S04808,U0976,2/10/2026,UK,Mobile,Ad Supported,C017,Sakamoto Days,Action,115,6,1,4,0.1417
S04809,U1576,1/15/2026,US,TV,Ad Supported,C0061,Seinfeld,Reality,142,8,2,8,0.3431
S04810,U0382,1/23/2026,US,Mobile,Ad Supported,C0054,A Man on the Inside,Comedy,96,4,0,4,0.1681
S04811,U0341,1/29/2026,CA,Mobile,Ad Supported,C0116,KPop Demon Hunters,Action,38,3,2,2,0.0818
S04812,U0594,2/15/2026,BR,TV,Ad Supported,C0026,The Ranch,Comedy,37,1,0,0,0.0427
S04813,U0728,1/18/2026,US,TV,Ad Supported,C0003,Vladimir,Comedy,112,4,2,4,0.1171
S04814,U1168,2/9/2026,US,TV,Ad Supported,C0026,Derry Girls,Kids,60,3,1,3,0.1048
S04815,U1872,3/8/2026,US,TV,Ad Supported,C0040,Queen of Tears,Action,75,3,1,3,0.1169
S04816,U1531,2/10/2026,US,Tablet,Ad Supported,C0004,Delicious in Dungeon,Action,84,4,2,3,0.0921
S04817,U1459,1/25/2026,CA,Web,Ad Supported,C0048,The Night Agent,Action,26,4,0,3,0.1047
S04818,U0091,2/4/2026,US,Mobile,Ad Supported,C0062,Beef,Action,43,1,0,1,0.0159
S04819,U2099,1/14/2026,CA,Web,Ad Supported,C0148,Boyfriend on Demand,Comedy,88,4,1,4,0.1694
S04820,U1512,2/17/2026,CA,Mobile,Ad Supported,C0042,Ranma 1/2,Comedy,101,3,2,1,0.1011
S04821,U0612,2/16/2026,AU,TV,Ad Supported,C0128,BoJack Horseman,Comedy,89,5,1,3,0.2169
S04822,U2246,1/13/2026,BR,TV,Ad Supported,C0053,Bridgerton,Drama,35,2,0,2,0.0677
S04823,U1416,2/6/2026,US,TV,Ad Supported,C0121,One Piece,Action,63,5,1,5,0.1449
S04824,U1702,2/24/2026,US,TV,Ad Supported,C0012,The Dinosaurs,Documentary,84,6,0,6,0.1154
S04825,U1852,1/22/2026,US,Web,Ad Supported,C0030,Bridgerton,Drama,108,4,0,2,0.1613
S04826,U1874,2/14/2026,US,TV,Ad Supported,C0108,Ranma 1/2,Comedy,159,7,0,6,0.2243
S04827,U1120,2/22/2026,US,TV,Ad Supported,C0056,Tires,Comedy,112,5,1,4,0.0993
S04828,U0916,2/17/2026,US,Mobile,Ad Supported,C0145,Magic and Muscles,Drama,117,3,2,1,0.1123
S04829,U0981,3/4/2026,CA,Web,Ad Supported,C0114,Derry Girls,Kids,109,3,2,3,0.0754
S04830,U2155,1/31/2026,UK,TV,Ad Supported,C0082,Tires,Comedy,166,5,2,4,0.0926
S04831,U1893,1/14/2026,US,TV,Ad Supported,C0118,Tires,Comedy,51,3,2,2,0.0665
S04832,U0439,3/2/2026,UK,TV,Ad Supported,C0069,The Diplomat,Comedy,126,8,0,8,0.1506
S04833,U2246,3/12/2026,CA,Mobile,Ad Supported,C0094,Emily in Paris,Reality,56,2,1,1,0.0307
S04834,U0009,1/29/2026,US,TV,Ad Supported,C0089,Trap House,Action,136,7,1,7,0.2043
S04835,U0538,1/31/2026,CA,Web,Ad Supported,C0141,The Night Agent,Action,44,2,1,2,0.0618
S04836,U0919,1/24/2026,US,Mobile,Ad Supported,C0004,Boyfriend on Demand,Comedy,71,4,1,4,0.1314
S04837,U0784,3/9/2026,US,Mobile,Ad Supported,C0093,Vladimir,Comedy,91,3,0,1,0.0614
S04838,U1225,2/19/2026,US,Mobile,Ad Supported,C0018,Trap House,Action,54,1,0,0,0.037
S04839,U2247,3/13/2026,UK,Mobile,Ad Supported,C0108,Queen of Tears,Action,56,2,1,1,0.071
S04840,U1071,2/7/2026,US,TV,Ad Supported,C0028,The Dinosaurs,Documentary,171,7,1,5,0.1322
S04841,U1530,1/23/2026,UK,Mobile,Ad Supported,C0012,Derry Girls,Kids,62,5,2,4,0.1772
S04842,U0205,3/6/2026,AU,Mobile,Ad Supported,C0083,Bridgerton,Drama,74,5,0,4,0.2104
S04843,U0440,2/19/2026,BR,TV,Ad Supported,C0054,Queen of Tears,Action,172,5,0,4,0.127
S04844,U0982,3/7/2026,US,TV,Ad Supported,C0070,Ranma 1/2,Comedy,56,4,0,4,0.1437
S04845,U2241,3/2/2026,US,Tablet,Ad Supported,C0066,Brooklyn Nine-Nine,Reality,36,1,0,0,0.034
S04846,U2465,2/21/2026,US,TV,Ad Supported,C0119,Tires,Comedy,31,4,2,2,0.0784
S04847,U0907,1/22/2026,BR,Web,Ad Supported,C0042,A Man on the Inside,Comedy,64,6,1,4,0.2665
S04848,U1891,3/9/2026,AU,TV,Ad Supported,C0028,The Ranch,Comedy,81,3,2,1,0.1047
S04849,U1691,3/8/2026,CA,TV,Ad Supported,C0040,War Machine,Action,104,4,2,3,0.1098
S04850,U2018,2/14/2026,CA,TV,Ad Supported,C0092,Age of Attraction,Reality,97,6,1,6,0.2407
S04851,U0651,2/15/2026,US,Mobile,Ad Supported,C0147,Brooklyn Nine-Nine,Reality,55,3,2,1,0.0616
S04852,U1038,1/29/2026,US,Web,Ad Supported,C0049,War Machine,Action,56,3,1,1,0.0567
S04853,U0130,1/29/2026,US,Tablet,Ad Supported,C0026,The Ranch,Comedy,92,4,2,4,0.1503
S04854,U1938,1/23/2026,CA,TV,Ad Supported,C0133,Delicious in Dungeon,Action,81,3,0,3,0.1116
S04855,U1442,3/6/2026,UK,TV,Ad Supported,C0035,Seinfeld,Reality,106,3,0,1,0.058
S04856,U0514,3/4/2026,CA,TV,Ad Supported,C0016,KPop Demon Hunters,Action,69,3,2,3,0.119
S04857,U1099,1/26/2026,AU,Mobile,Ad Supported,C0024,The Diplomat,Comedy,115,5,2,5,0.122
S04858,U0628,3/1/2026,US,TV,Ad Supported,C0148,The Dinosaurs,Documentary,161,5,1,3,0.1852
S04859,U0897,2/15/2026,US,Mobile,Ad Supported,C0053,Bridgerton,Drama,93,4,0,4,0.1348
S04860,U1933,1/26/2026,US,TV,Ad Supported,C0125,Seinfeld,Reality,137,7,2,7,0.2653
S04861,U1703,1/18/2026,UK,TV,Ad Supported,C0013,Age of Attraction,Reality,84,4,0,4,0.0824
S04862,U1949,3/10/2026,CA,TV,Ad Supported,C0138,Tires,Comedy,91,5,1,5,0.1552
S04863,U0785,2/8/2026,UK,Mobile,Ad Supported,C0037,Boyfriend on Demand,Comedy,32,3,0,3,0.1022
S04864,U2126,2/21/2026,US,TV,Ad Supported,C0043,Boyfriend on Demand,Comedy,178,5,0,3,0.2192
S04865,U2351,2/15/2026,UK,TV,Ad Supported,C017,Sakamoto Days,Action,52,3,2,3,0.0913
S04866,U2008,2/22/2026,UK,Mobile,Ad Supported,C0058,Beef,Action,64,6,2,5,0.0964
S04867,U0718,3/5/2026,UK,Tablet,Ad Supported,C0059,Bridgerton,Drama,25,2,2,0,0.032
S04868,U0484,3/9/2026,US,TV,Ad Supported,C0113,Supacell,Action,110,6,2,4,0.1557
S04869,U1463,2/9/2026,AU,Mobile,Ad Supported,C0149,Emily in Paris,Reality,81,6,2,5,0.1505
S04870,U1602,1/29/2026,CA,TV,Ad Supported,C0012,Jurassic World Rebirth,Action,177,5,2,4,0.1347
S04871,U0898,2/4/2026,US,TV,Ad Supported,C0035,Boyfriend on Demand,Comedy,156,5,0,4,0.0802
S04872,U0704,2/4/2026,UK,TV,Ad Supported,C0038,Supacell,Action,51,2,2,0,0.0754
S04873,U1858,3/2/2026,US,Web,Ad Supported,C0068,BoJack Horseman,Comedy,23,1,1,0,0.0446
S04874,U2133,2/19/2026,US,Tablet,Ad Supported,C0101,Boyfriend on Demand,Comedy,97,5,1,4,0.0918
S04875,U1640,2/17/2026,UK,Tablet,Ad Supported,C0049,War Machine,Action,88,5,1,5,0.2089
S04876,U0531,2/16/2026,US,Web,Ad Supported,C0076,The Dinosaurs,Documentary,116,6,0,5,0.0961
S04877,U0720,1/19/2026,US,TV,Ad Supported,C0065,Bridgerton,Drama,57,3,2,2,0.0702
S04878,U0765,2/18/2026,US,TV,Ad Supported,C0015,Queen of Tears,Action,28,2,0,2,0.0342
S04879,U0700,2/4/2026,UK,Tablet,Ad Supported,C0045,The Dinosaurs,Documentary,36,1,0,0,0.043
S04880,U0624,3/2/2026,US,Tablet,Ad Supported,C0059,Supacell,Action,64,3,0,2,0.0492
S04881,U2012,2/8/2026,US,TV,Ad Supported,C0059,War Machine,Action,178,7,2,7,0.247
S04882,U1154,1/19/2026,UK,Mobile,Ad Supported,C0116,Queen of Tears,Action,64,5,0,4,0.2101
S04883,U2399,1/23/2026,CA,TV,Ad Supported,C0049,BoJack Horseman,Comedy,64,6,1,6,0.1391
S04884,U1902,2/6/2026,US,TV,Ad Supported,C0088,The Ranch,Comedy,146,5,2,3,0.2152
S04885,U1536,2/9/2026,BR,TV,Ad Supported,C0041,Ranma 1/2,Comedy,31,4,0,2,0.0908
S04886,U1647,1/14/2026,US,Web,Ad Supported,C0064,Tires,Comedy,132,8,1,7,0.2305
S04887,U1188,2/19/2026,US,TV,Ad Supported,C0051,Trap House,Action,64,3,2,3,0.1158
S04888,U2237,1/21/2026,US,Mobile,Ad Supported,C0135,Age of Attraction,Reality,41,1,1,0,0.0429
S04889,U0999,1/19/2026,US,TV,Ad Supported,C0080,War Machine,Action,154,7,0,7,0.1816
S04890,U1508,3/3/2026,US,Mobile,Ad Supported,C0084,Ranma 1/2,Comedy,42,3,0,1,0.09
S04891,U0384,1/30/2026,US,Web,Ad Supported,C0082,Trap House,Action,110,6,0,6,0.1801
S04892,U1524,1/13/2026,US,Tablet,Ad Supported,C0113,BoJack Horseman,Comedy,35,1,1,1,0.0433
S04893,U0306,2/28/2026,CA,Mobile,Ad Supported,C0047,Atypical,Kids,76,4,2,4,0.1463
S04894,U1628,1/30/2026,UK,TV,Ad Supported,C0130,Inside Job,Comedy,144,6,1,4,0.2545
S04895,U1154,1/12/2026,US,Mobile,Ad Supported,C0048,A Man on the Inside,Comedy,37,1,0,1,0.0198
S04896,U1827,2/19/2026,US,Tablet,Ad Supported,C0076,Boyfriend on Demand,Comedy,60,3,1,2,0.0725
S04897,U2078,2/6/2026,US,Web,Ad Supported,C0126,Derry Girls,Kids,121,7,0,5,0.1275
S04898,U1495,2/26/2026,UK,TV,Ad Supported,C0099,Seinfeld,Reality,136,8,2,6,0.3471
S04899,U0128,2/27/2026,BR,Mobile,Ad Supported,C0103,The Night Agent,Action,90,5,0,5,0.1564
S04900,U2382,1/28/2026,AU,Mobile,Ad Supported,C0013,War Machine,Action,105,6,0,6,0.1628
S04901,U1272,2/21/2026,US,TV,Ad Supported,C0077,One Piece,Action,173,5,1,3,0.1409
S04902,U0504,2/4/2026,US,Tablet,Ad Supported,C0084,Ranma 1/2,Comedy,47,3,1,1,0.0767
S04903,U1349,1/27/2026,US,Mobile,Ad Supported,C0068,The Night Agent,Action,53,2,1,0,0.0392
S04904,U0758,2/18/2026,AU,Tablet,Ad Supported,C0054,Bridgerton,Drama,30,3,2,3,0.0736
S04905,U1185,2/2/2026,US,TV,Ad Supported,C0133,Magic and Muscles,Drama,88,3,2,3,0.0613
S04906,U0830,3/4/2026,CA,TV,Ad Supported,C0069,Beef,Action,29,4,2,3,0.1
S04907,U1863,1/21/2026,US,Mobile,Ad Supported,C0093,Delicious in Dungeon,Action,85,3,1,2,0.0717
S04908,U1650,3/6/2026,CA,Web,Ad Supported,C0080,Beef,Action,131,6,0,4,0.1943
S04909,U2160,2/7/2026,US,TV,Ad Supported,C0011,Inside Job,Comedy,51,3,0,2,0.1158
S04910,U1439,2/18/2026,US,TV,Ad Supported,C0144,Boyfriend on Demand,Comedy,79,6,0,4,0.1385
S04911,U0360,3/12/2026,US,Web,Ad Supported,C0012,The Dinosaurs,Documentary,34,3,2,2,0.0659
S04912,U1146,3/10/2026,US,Mobile,Ad Supported,C0064,KPop Demon Hunters,Action,78,5,1,3,0.123
S04913,U2395,2/5/2026,CA,Mobile,Ad Supported,C0094,Jurassic World Rebirth,Action,113,6,0,5,0.1551
S04914,U1685,2/26/2026,CA,TV,Ad Supported,C0043,Delicious in Dungeon,Action,105,4,2,3,0.0605
S04915,U1519,2/8/2026,US,Mobile,Ad Supported,C0136,The Diplomat,Comedy,64,3,2,2,0.0741
S04916,U0498,2/27/2026,US,Tablet,Ad Supported,C0066,KPop Demon Hunters,Action,97,5,2,3,0.1384
S04917,U2108,2/22/2026,US,Web,Ad Supported,C0150,Age of Attraction,Reality,76,3,2,3,0.0466
S04918,U0038,1/15/2026,US,Mobile,Ad Supported,C0136,Seinfeld,Reality,24,4,0,3,0.1132
S04919,U0323,3/8/2026,US,Tablet,Ad Supported,C0029,Lupin,Documentary,66,5,1,5,0.0959
S04920,U0457,1/16/2026,UK,TV,Ad Supported,C0052,Inside Job,Comedy,29,3,1,2,0.0576
S04921,U0202,1/12/2026,CA,Web,Ad Supported,C0136,Vladimir,Comedy,71,3,2,1,0.0824
S04922,U0679,2/26/2026,US,Mobile,Ad Supported,C0019,Queen of Tears,Action,65,6,0,4,0.2093
S04923,U1329,2/15/2026,US,Mobile,Ad Supported,C0107,Atypical,Kids,38,2,1,1,0.0668
S04924,U2492,2/2/2026,US,TV,Ad Supported,C0088,Jurassic World Rebirth,Action,111,6,2,4,0.1132
S04925,U0306,2/8/2026,CA,TV,Ad Supported,C0095,Tires,Comedy,39,3,2,3,0.0486
S04926,U0518,1/13/2026,UK,Mobile,Ad Supported,C0118,Emily in Paris,Reality,110,3,0,2,0.1305
S04927,U0841,2/10/2026,US,TV,Ad Supported,C0072,Derry Girls,Kids,143,8,0,7,0.1209
S04928,U1975,3/4/2026,US,TV,Ad Supported,C0096,Queen of Tears,Action,139,5,0,4,0.2103
S04929,U0283,1/31/2026,CA,TV,Ad Supported,C0123,Magic and Muscles,Drama,26,2,1,2,0.0409
S04930,U0460,2/26/2026,CA,Mobile,Ad Supported,C0099,Queen of Tears,Action,64,4,0,2,0.127
S04931,U0633,2/17/2026,US,Mobile,Ad Supported,C0078,Tires,Comedy,62,4,2,3,0.1786
S04932,U1715,2/4/2026,US,TV,Ad Supported,C0113,Beef,Action,43,2,1,2,0.0485
S04933,U1933,3/1/2026,BR,TV,Ad Supported,C0009,Boyfriend on Demand,Comedy,100,5,0,4,0.1645
S04934,U0743,1/13/2026,CA,Web,Ad Supported,C0057,Magic and Muscles,Drama,81,6,2,5,0.1978
S04935,U1643,3/3/2026,CA,Web,Ad Supported,C0028,War Machine,Action,103,6,1,6,0.1918
S04936,U2464,2/24/2026,UK,Tablet,Ad Supported,C0077,Atypical,Kids,82,3,1,1,0.0665
S04937,U1605,1/12/2026,AU,TV,Ad Supported,C0044,Jurassic World Rebirth,Action,112,3,1,2,0.1031
S04938,U2290,1/14/2026,CA,TV,Ad Supported,C0057,Beef,Action,43,3,2,1,0.1068
S04939,U0003,1/21/2026,UK,Tablet,Ad Supported,C0080,BoJack Horseman,Comedy,28,2,2,0,0.0499
S04940,U1339,3/2/2026,AU,TV,Ad Supported,C0072,Tires,Comedy,84,5,0,3,0.1009
S04941,U2369,1/23/2026,CA,Mobile,Ad Supported,C0040,A Man on the Inside,Comedy,76,6,0,5,0.1279
S04942,U1724,2/10/2026,UK,Mobile,Ad Supported,C0067,The Diplomat,Comedy,80,3,0,1,0.0485
S04943,U0542,3/8/2026,US,TV,Ad Supported,C0092,BoJack Horseman,Comedy,153,8,1,6,0.2346
S04944,U0961,1/18/2026,US,TV,Ad Supported,C0115,The Diplomat,Comedy,27,3,2,2,0.1328
S04945,U2109,2/3/2026,US,TV,Ad Supported,C0063,Age of Attraction,Reality,117,5,1,3,0.199
S04946,U1576,1/13/2026,US,Mobile,Ad Supported,C0034,Age of Attraction,Reality,28,2,0,1,0.0706
S04947,U2258,2/17/2026,US,Mobile,Ad Supported,C0138,The Ranch,Comedy,77,5,2,3,0.1476
S04948,U2269,2/20/2026,CA,Tablet,Ad Supported,C0112,The Diplomat,Comedy,91,3,0,1,0.0885
S04949,U2189,1/28/2026,US,Mobile,Ad Supported,C0091,Inside Job,Comedy,88,5,0,3,0.0836
S04950,U0521,2/11/2026,CA,TV,Ad Supported,C0012,Queen of Tears,Action,69,4,2,3,0.1554
S04951,U2115,3/7/2026,US,TV,Ad Supported,C0037,The Ranch,Comedy,65,3,1,1,0.0904
S04952,U1224,2/2/2026,US,TV,Ad Supported,C0136,Derry Girls,Kids,90,4,1,2,0.0802
S04953,U1592,3/1/2026,AU,TV,Ad Supported,C017,Sakamoto Days,Action,55,1,1,1,0.0415
S04954,U2401,1/20/2026,US,TV,Ad Supported,C0101,A Man on the Inside,Comedy,28,1,1,0,0.0423
S04955,U1755,1/26/2026,US,Mobile,Ad Supported,C0041,The Dinosaurs,Documentary,53,1,1,0,0.0319
S04956,U0345,2/19/2026,US,Tablet,Ad Supported,C0051,Trap House,Action,31,1,1,1,0.0393
S04957,U0123,3/1/2026,US,Mobile,Ad Supported,C0023,Queen of Tears,Action,111,3,0,1,0.0572
S04958,U1238,3/1/2026,AU,Mobile,Ad Supported,C0075,Magic and Muscles,Drama,56,2,2,1,0.0539
S04959,U1134,3/12/2026,US,Mobile,Ad Supported,C0069,Derry Girls,Kids,26,1,1,0,0.0347
S04960,U2108,3/2/2026,US,Mobile,Ad Supported,C0003,Delicious in Dungeon,Action,14,1,0,0,0.025
S04961,U1078,1/22/2026,US,TV,Ad Supported,C0071,The Night Agent,Action,47,1,1,0,0.0167
S04962,U1412,2/19/2026,UK,Mobile,Ad Supported,C0126,KPop Demon Hunters,Action,42,4,2,3,0.0865
S04963,U0442,2/11/2026,US,Web,Ad Supported,C017,Sakamoto Days,Action,44,4,1,2,0.146
S04964,U1413,2/13/2026,AU,Mobile,Ad Supported,C0001,Lupin,Documentary,32,2,1,2,0.0683
S04965,U1363,1/13/2026,US,Mobile,Ad Supported,C0026,Inside Job,Comedy,75,5,0,4,0.0868
S04966,U1187,2/11/2026,US,TV,Ad Supported,C0040,The Diplomat,Comedy,169,6,0,4,0.2442
S04967,U1067,1/19/2026,CA,TV,Ad Supported,C0099,Age of Attraction,Reality,155,8,1,6,0.3162
S04968,U1774,2/24/2026,BR,Mobile,Ad Supported,C017,Sakamoto Days,Action,101,3,0,2,0.12
S04969,U1725,1/18/2026,BR,TV,Ad Supported,C0001,Age of Attraction,Reality,71,4,0,2,0.1119
S04970,U1152,1/24/2026,US,Web,Ad Supported,C0008,Ranma 1/2,Comedy,91,6,1,6,0.0924
S04971,U1903,2/17/2026,US,TV,Ad Supported,C0062,Brooklyn Nine-Nine,Reality,114,3,2,1,0.0894
S04972,U2286,2/6/2026,US,TV,Ad Supported,C0101,Inside Job,Comedy,131,7,1,6,0.1232
S04973,U0829,3/13/2026,US,TV,Ad Supported,C0131,The Dinosaurs,Documentary,31,4,0,4,0.0793
S04974,U0934,1/14/2026,CA,TV,Ad Supported,C0120,Magic and Muscles,Drama,118,6,0,4,0.1654
S04975,U2026,2/6/2026,US,TV,Ad Supported,C0089,The Dinosaurs,Documentary,102,5,0,4,0.0812
S04976,U0173,1/28/2026,US,TV,Ad Supported,C0109,Age of Attraction,Reality,128,6,2,5,0.2578
S04977,U0437,2/25/2026,UK,Mobile,Ad Supported,C0013,Brooklyn Nine-Nine,Reality,55,1,0,0,0.0226
S04978,U2231,2/12/2026,CA,TV,Ad Supported,C0038,Queen of Tears,Action,45,3,0,2,0.0609
S04979,U0165,2/8/2026,CA,Mobile,Ad Supported,C0005,The Dinosaurs,Documentary,117,6,1,4,0.1325
S04980,U0776,2/20/2026,US,TV,Ad Supported,C0098,Beef,Action,46,3,2,1,0.1294
S04981,U1023,1/30/2026,US,Web,Ad Supported,C0023,Ranma 1/2,Comedy,126,8,1,7,0.1845
S04982,U2418,2/7/2026,CA,TV,Ad Supported,C0011,Supacell,Action,84,4,2,2,0.1257
S04983,U2301,2/10/2026,CA,TV,Ad Supported,C0121,The Ranch,Comedy,85,3,0,1,0.0626
S04984,U1757,1/27/2026,BR,TV,Ad Supported,C0080,Queen of Tears,Action,36,2,1,1,0.0326
S04985,U1804,2/3/2026,US,TV,Ad Supported,C0044,Seinfeld,Reality,116,5,0,3,0.1591
S04986,U0051,2/4/2026,US,TV,Ad Supported,C0095,The Dinosaurs,Documentary,171,7,1,5,0.1088
S04987,U2436,3/9/2026,CA,Tablet,Ad Supported,C0108,War Machine,Action,28,3,0,2,0.1269
S04988,U2481,3/2/2026,UK,Web,Ad Supported,C0141,Queen of Tears,Action,91,5,2,5,0.0784
S04989,U1077,2/11/2026,US,TV,Ad Supported,C0112,Age of Attraction,Reality,96,5,2,5,0.0921
S04990,U0511,2/8/2026,US,Web,Ad Supported,C0044,Supacell,Action,20,3,1,1,0.0591
S04991,U1898,3/13/2026,US,Mobile,Ad Supported,C0137,Queen of Tears,Action,120,8,0,7,0.1221
S04992,U0728,2/12/2026,AU,TV,Ad Supported,C0072,Tires,Comedy,119,4,1,3,0.1167
S04993,U2489,1/24/2026,US,Mobile,Ad Supported,C0138,Queen of Tears,Action,114,5,1,5,0.0904
S04994,U1104,1/23/2026,UK,TV,Ad Supported,C0145,Magic and Muscles,Drama,52,1,1,1,0.0162
S04995,U1440,1/15/2026,UK,TV,Ad Supported,C0111,The Ranch,Comedy,67,4,0,4,0.1172
S04996,U2447,2/6/2026,US,Web,Ad Supported,C0093,Lupin,Documentary,111,6,1,4,0.2644
S04997,U0265,1/25/2026,US,Mobile,Ad Supported,C0107,Magic and Muscles,Drama,71,6,0,6,0.1039
S04998,U0787,1/13/2026,US,TV,Ad Supported,C0060,Age of Attraction,Reality,150,7,1,7,0.1358
S04999,U0067,2/16/2026,US,Web,Ad Supported,C017,Sakamoto Days,Action,71,6,1,4,0.1911
S05000,U1985,2/7/2026,US,Mobile,Ad Supported,C0072,The Dinosaurs,Documentary,120,7,0,7,0.2735
S05001,U1250,2/25/2026,CA,TV,Ad Supported,C0017,Jurassic World Rebirth,Action,57,2,1,2,0.062
S05002,U1681,2/24/2026,US,TV,Ad Supported,C0054,Vladimir,Comedy,83,3,2,1,0.0806
S05003,U0301,1/18/2026,BR,TV,Ad Supported,C0007,Age of Attraction,Reality,36,3,1,1,0.1043
S05004,U0275,2/19/2026,US,Mobile,Ad Supported,C0061,Boyfriend on Demand,Comedy,37,2,2,2,0.052
S05005,U0645,2/9/2026,US,Mobile,Ad Supported,C0040,A Man on the Inside,Comedy,93,3,1,1,0.0897
S05006,U1036,2/20/2026,US,Web,Ad Supported,C0103,Seinfeld,Reality,137,6,1,5,0.2166
S05007,U0670,1/23/2026,US,Mobile,Ad Supported,C0138,Supacell,Action,89,6,0,5,0.1012
S05008,U0178,1/30/2026,CA,TV,Ad Supported,C0148,Delicious in Dungeon,Action,126,7,0,6,0.1674
S05009,U0043,2/19/2026,UK,TV,Ad Supported,C0016,Inside Job,Comedy,41,3,1,1,0.0773
S05010,U0816,2/5/2026,CA,Mobile,Ad Supported,C0086,Boyfriend on Demand,Comedy,71,3,1,1,0.0797
S05011,U2477,2/1/2026,US,TV,Ad Supported,C0123,BoJack Horseman,Comedy,51,4,1,3,0.1112
S05012,U1348,1/18/2026,US,TV,Ad Supported,C0136,Supacell,Action,158,7,2,5,0.1379
S05013,U2248,2/27/2026,US,Tablet,Ad Supported,C0025,Ranma 1/2,Comedy,72,6,0,4,0.2412
S05014,U2038,1/23/2026,US,TV,Ad Supported,C0045,Boyfriend on Demand,Comedy,99,4,2,2,0.1176
S05015,U0301,3/13/2026,CA,Mobile,Ad Supported,C0110,Magic and Muscles,Drama,86,4,2,3,0.073
S05016,U1152,2/25/2026,US,Mobile,Ad Supported,C0001,Boyfriend on Demand,Comedy,43,3,2,3,0.1116
S05017,U0840,2/21/2026,US,Mobile,Ad Supported,C0112,Beef,Action,89,5,2,5,0.0994
S05018,U2495,2/28/2026,US,Tablet,Ad Supported,C0012,Brooklyn Nine-Nine,Reality,56,4,1,3,0.1135
S05019,U1101,1/24/2026,US,Tablet,Ad Supported,C0102,The Dinosaurs,Documentary,81,5,2,4,0.1116
S05020,U1175,3/13/2026,AU,TV,Ad Supported,C0143,Queen of Tears,Action,66,6,0,4,0.146
S05021,U0418,3/3/2026,UK,TV,Ad Supported,C0142,The Dinosaurs,Documentary,101,4,0,3,0.1795
S05022,U2014,3/4/2026,US,Tablet,Ad Supported,C0006,Age of Attraction,Reality,46,3,1,3,0.1014
S05023,U1244,3/10/2026,US,Mobile,Ad Supported,C0139,Age of Attraction,Reality,77,3,1,3,0.1054
S05024,U1610,2/16/2026,CA,TV,Ad Supported,C0064,BoJack Horseman,Comedy,60,5,2,3,0.2145
S05025,U1030,1/19/2026,CA,Tablet,Ad Supported,C0014,Emily in Paris,Reality,84,3,1,3,0.056
S05026,U2026,1/24/2026,BR,Mobile,Ad Supported,C0086,Lupin,Documentary,112,5,1,4,0.2235
S05027,U1906,2/15/2026,BR,TV,Ad Supported,C0131,Beef,Action,61,3,0,2,0.1265
S05028,U1351,1/13/2026,CA,TV,Ad Supported,C0067,Delicious in Dungeon,Action,38,1,0,1,0.0254
